410	SRP040288	SRR1199091
411	SRP002605	SRR057514
412	SRP050992	SRR1700262
413	SRP002915	SRR060893
414	SRP042161	SRR1295250
415	SRP042161	SRR1295200
416	ERP007170	ERR647962
417	SRP064863	SRR2672228
418	SRP033248	SRR1035638
419	SRP042161	SRR1295322
420	SRP010181	SRR397085
421	SRP037775	SRR1168770
422	SRP028155	SRR942162
423	SRP037775	SRR1168762
424	SRP028155	SRR942138
425	SRP028155	SRR942130
426	SRP049599	SRR1643963
427	SRP049599	SRR1643980
428	SRP042161	SRR1294782
429	SRP042161	SRR1294904
430	SRP008218	SRR343345
431	SRP001313	SRR029132
432	SRP058773	SRR2042656
433	SRP042161	SRR1294775
434	SRP061240	SRR2105289
435	SRP037722	SRR1168264
436	SRP029889	SRR976246
437	SRP050992	SRR1700026
438	SRP010181	SRR397293
439	ERP011411	ERR978157
440	ERP011411	ERR978234
441	SRP007947	SRR333704
442	SRP060416	SRR2088690
443	SRP003611	SRR066434
444	SRP008218	SRR343347
445	SRP003611	SRR066457
446	SRP059775	SRR2074738
447	SRP059775	SRR2074780
448	SRP055153	SRR1810665
449	ERP006368	ERR565164
450	SRP060416	SRR2088340
451	SRP019272	SRR772421
452	SRP059775	SRR2074750
453	SRP040421	SRR1200702
454	SRP042161	SRR1294771
455	SRP002079	SRR037171
456	SRP059775	SRR2074760
457	SRP010279	SRR398207
458	SRP066834	SRR2967676
459	SRP059775	SRR2074746
460	ERP006368	ERR565156
461	SRP066834	SRR2967640
462	SRP033566	SRR1044546
463	SRP015764	SRR570432
464	SRP042161	SRR1294551
465	SRP019272	SRR772496
466	SRP019272	SRR772433
467	SRP060416	SRR2088596
468	SRP041471	SRR1264090
469	SRP061240	SRR2105191
470	SRP060416	SRR2088680
471	SRP059775	SRR2074868
472	SRP060416	SRR2088603
473	SRP019272	SRR772581
474	SRP034586	SRR1054217
475	SRP041736	SRR1275347
476	SRP060416	SRR2088573
477	SRP049820	SRR1652929
478	ERP006368	ERR565154
479	DRP002435	DRR028416
480	SRP060416	SRR2088128
481	SRP033135	SRR1033053
482	SRP030617	SRR1003795
483	SRP031496	SRR1013434
484	SRP015789	SRR572528
485	SRP012461	SRR490439
486	SRP012461	SRR490406
487	SRP055569	SRR1821447
488	SRP055569	SRR2019105
489	SRP055569	SRR1821645
490	SRP012461	SRR490250
491	SRP067502	SRR3028697
492	SRP006574	SRR191478
493	SRP055569	SRR1821697
494	SRP006574	SRR191453
495	DRP002435	DRR028480
496	SRP055569	SRR2019142
497	DRP002435	DRR028509
498	SRP006574	SRR191440
499	SRP055569	SRR2019042
500	SRP033135	SRR1032937
501	SRP043273	SRR1409978
502	SRP057118	SRR1971631
503	SRP011085	SRR420194
504	SRP011085	SRR423955
505	SRP042184	SRR1296022
506	SRP058435	SRR2029840
507	SRP055512	SRR1822181
508	SRP009316	SRR387448
509	SRP040472	SRR1201982
510	SRP042597	SRR1955853
511	SRP056330	SRR1919599
512	SRP015003	SRR546585
513	SRP010678	SRR403881
514	SRP042620	SRR1313070
515	SRP007560	SRR316212
516	SRP056330	SRR1919604
517	SRP053296	SRR1792705
518	SRP056696	SRR1946648
519	SRP009029	SRR354040
520	SRP009316	SRR387437
521	SRP056696	SRR1946654
522	SRP050493	SRR1691647
523	SRP032989	SRR1029601
524	SRP052896	SRR1777864
525	SRP050146	SRR1660315
526	DRP000499	DRR001632
527	SRP040472	SRR1201739
528	SRP032775	SRR1177667
529	ERP007185	ERR649046
530	SRP041057	SRR1230841
531	SRP056295	SRR1918481
532	SRP052763	SRR1770388
533	SRP038863	SRR1175199
534	SRP026600	SRR926684
535	SRP064259	SRR2532381
536	SRP056295	SRR1918452
537	SRP028912	SRR954241
538	SRP029591	SRR1161045
539	SRP056295	SRR1918483
540	SRP053004	SRR1782587
541	SRP051628	SRR1737045
542	SRP049695	SRR1648326
543	SRP032775	SRR1177735
544	SRP056295	SRR1918584
545	SRP028528	SRR948112
546	SRP062444	SRR2166636
547	SRP049097	SRR1617432
548	SRP022028	SRR836530
549	SRP060650	SRR2096447
550	SRP056295	SRR1918717
551	SRP042620	SRR1313158
552	SRP045569	SRR1552930
553	SRP040998	SRR1220182
554	SRP053004	SRR1782594
555	SRP050954	SRR1697339
556	ERP001942	ERR188316
557	SRP047126	SRR1575103
558	SRP039909	SRR1186926
559	SRP050954	SRR1697337
560	SRP059275	SRR2057558
561	SRP019807	SRR787272
562	ERP004094	ERR455333
563	SRP051102	SRR1707928
564	DRP001220	DRR014114
565	SRP042620	SRR1313161
566	SRP049593	SRR1643201
567	ERP009437	ERR752556
568	ERP009437	ERR752869
569	ERP009437	ERR752631
570	ERP010142	ERR863741
571	ERP009437	ERR752573
572	SRP051249	SRR1721290
573	SRP058626	SRR2037305
574	SRP049068	SRR1616908
575	SRP063477	SRR2305507
576	SRP043162	SRR1383401
577	SRP032510	SRR1023792
578	SRP029262	SRR957960
579	SRP028530	SRR949032
580	SRP047192	SRR1576141
581	SRP028530	SRR948795
582	SRP049593	SRR1643193
583	SRP027530	SRR935674
584	SRP042620	SRR1313117
585	SRP053794	SRR1798180
586	SRP032789	SRR1027176
587	SRP055860	SRR1836496
588	SRP063070	SRR2226703
589	SRP050147	SRR1660346
590	SRP063620	SRR2353140
591	SRP055512	SRR1822180
592	SRP040014	SRR1840418
593	SRP044708	SRR1523012
594	SRP050272	SRR1663233
595	SRP015419	SRR1342245
596	ERP010142	ERR863727
597	SRP044286	SRR1514140
598	SRP007461	SRR307925
599	SRP027383	SRR934935
600	ERP001942	ERR188472
601	SRP063867	SRR2453355
602	ERP001942	ERR188463
603	SRP030617	SRR1003759
604	SRP016118	SRR592579
605	SRP064894	SRR2678163
606	SRP040547	SRR1205803
607	SRP049340	SRR2038491
608	ERP001942	ERR204894
609	SRP053366	SRR1793917
610	SRP041538	SRR1265566
611	SRP064259	SRR2532339
612	SRP041885	SRR1283399
613	ERP010142	ERR863688
614	SRP064143	SRR2887121
615	ERP001942	ERR188120
616	SRP000941	SRR1045576
617	SRP039559	SRR1106536
618	SRP043368	SRR1424742
619	SRP063867	SRR2453299
620	SRP030041	SRR998483
621	SRP048759	SRR1608608
622	SRP042647	SRR1344942
623	ERP004043	ERR351374
624	SRP059431	SRR2061452
625	SRP021524	SRR835319
626	ERP001942	ERR188033
627	SRP064259	SRR2532326
628	SRP060355	SRR2087336
629	SRP041675	SRR1270834
630	SRP034543	SRR1562284
631	SRP050272	SRR1663285
632	SRP013299	SRR499828
633	SRP000941	SRR1220428
634	SRP056197	SRR1916331
635	SRP000941	SRR1045583
636	SRP057064	SRR1964670
637	SRP045666	SRR1555215
638	SRP052294	SRR1760952
639	ERP001942	ERR188367
640	ERP001942	ERR188287
641	SRP033351	SRR1039516
642	SRP029262	SRR957940
643	SRP036848	SRR1164817
644	SRP014320	SRR521496
645	SRP020493	SRR805889
646	SRP047192	SRR1576142
647	SRP057064	SRR1964665
648	SRP011546	SRR491030
649	SRP027383	SRR934789
650	SRP043080	SRR1373455
651	SRP040243	SRR1197246
652	SRP027383	SRR934869
653	SRP043368	SRR1424740
654	SRP048759	SRR1608591
655	SRP056074	SRR1910388
656	ERP003613	ERR315336
657	SRP048759	SRR1608896
658	SRP057205	SRR1975487
659	SRP059431	SRR2061440
660	ERP003613	ERR315485
661	SRP044708	SRR1523007
662	SRP001371	SRR786756
663	SRP033119	SRR1032169
664	SRP040070	SRR1192467
665	SRP047407	SRR1583698
666	ERP001942	ERR204937
667	SRP029262	SRR957913
668	SRP040547	SRR1205923
669	SRP033119	SRR1032165
670	SRP045500	SRR1551021
671	SRP067221	SRR2984773
672	SRP035988	SRR1146170
673	SRP040442	SRR1200884
674	SRP034543	SRR1567915
675	SRP056098	SRR1910734
676	SRP025982	SRR898382
677	SRP045222	SRR1535840
678	SRP025982	SRR898117
679	SRP031776	SRR1014772
680	ERP006696	ERR731484
681	ERP003933	ERR405365
682	SRP065559	SRR2878950
683	SRP048577	SRR1594542
684	SRP035988	SRR1146152
685	SRP058856	SRR2045109
686	SRP025982	SRR898369
687	SRP041833	SRR1282312
688	SRP051848	SRR1747291
689	SRP043470	SRR1427485
690	SRP059057	SRR2050433
691	SRP025982	SRR897893
692	SRP011927	SRR504650
693	SRP051848	SRR1747316
694	SRP048744	SRR1607714
695	SRP025982	SRR898476
696	SRP023233	SRR867812
697	SRP057065	SRR2936881
698	SRP036035	SRR1146608
699	ERP008967	ERR866162
700	SRP017378	SRR627544
701	SRP051848	SRR1747370
702	SRP009067	SRR357237
703	SRP028887	SRR1033458
704	SRP021193	SRR830993
705	SRP064547	SRR2568006
706	SRP025982	SRR1216133
707	SRP025982	SRR897982
708	SRP025982	SRR897992
709	SRP025982	SRR1216103
710	SRP025982	SRR897954
711	SRP001371	SRR643775
712	SRP025982	SRR1216030
713	ERP005641	ERR590816
714	SRP057500	SRR2096510
715	SRP034592	SRR1054284
716	SRP025982	SRR898351
717	SRP011903	SRR447172
718	DRP001358	DRR015401
719	SRP025982	SRR1216018
720	SRP021908	SRR836157
721	ERP003613	ERR315465
722	SRP057500	SRR1982635
723	SRP040547	SRR1205103
724	SRP057500	SRR1982627
725	SRP040547	SRR1205200
726	DRP001048	DRR010363
727	SRP005129	SRR094918
728	SRP036848	SRR1164834
729	SRP043033	SRR1363136
730	SRP057500	SRR1982608
731	SRP048759	SRR1608778
732	SRP045257	SRR1536303
733	SRP014428	SRR522118
734	SRP045611	SRR1554251
735	SRP053246	SRR1791316
736	SRP055809	SRR1825943
737	SRP053124	SRR1785069
738	SRP057500	SRR1982694
739	SRP017809	SRR646458
740	ERP008608	ERR668374
741	SRP042616	SRR1312358
742	SRP025982	SRR897166
743	SRP025982	SRR896779
744	SRP026126	SRR902970
745	SRP025982	SRR896847
746	SRP018552	SRR702401
747	SRP055438	SRR1813869
748	SRP025982	SRR897173
749	SRP025982	SRR896717
750	SRP023533	SRR873384
751	SRP067502	SRR3031876
752	SRP059066	SRR2051036
753	SRP049805	SRR1652484
754	SRP059035	SRR2049389
755	SRP056802	SRR1950507
756	SRP025982	SRR897449
757	SRP056802	SRR1950509
758	SRP059035	SRR2049431
759	SRP042228	SRR1782860
760	SRP040472	SRR1203775
761	SRP025982	SRR896699
762	SRP033266	SRR1036103
763	ERP002063	ERR210958
764	SRP051368	SRR1725950
765	SRP008976	SRR353656
766	SRP048801	SRR1609483
767	ERP008992	ERR699629
768	SRP025982	SRR896707
769	SRP027358	SRR934240
770	SRP018218	SRR653019
771	SRP009790	SRR389020
772	SRP067934	SRR3067481
773	SRP026126	SRR903138
774	SRP025982	SRR897338
775	SRP022043	SRR837470
776	SRP027358	SRR934280
777	SRP056840	SRR1951717
778	SRP029739	SRR974977
779	SRP010280	SRR398216
780	SRP030617	SRR1003814
781	SRP009862	SRR390476
782	SRP027589	SRR941601
783	SRP027358	SRR934343
784	SRP057280	SRR1979079
785	SRP020491	SRR805765
786	SRP059066	SRR2051030
787	SRP028190	SRR942644
788	SRP006726	SRR201984
789	SRP017575	SRR633562
790	SRP064561	SRR2569754
791	SRP014675	SRR531711
792	SRP056840	SRR1951682
793	SRP015361	SRR553476
794	DRP002586	DRR024915
795	SRP009862	SRR390474
796	SRP014146	SRR519075
797	SRP031476	SRR1012920
798	SRP037722	SRR1168285
799	SRP053402	SRR1795420
800	SRP022043	SRR837449
801	SRP042228	SRR1782768
802	SRP021917	SRR836222
803	ERP003917	ERR342855
804	SRP025982	SRR897421
805	SRP027358	SRR934242
806	SRP011924	SRR448104
807	SRP047429	SRR1290828
808	SRP064464	SRR2558171
809	SRP033135	SRR1033197
810	SRP041471	SRR1264334
811	SRP015640	SRR562648
812	SRP048801	SRR1609549
813	SRP027258	SRR932146
814	SRP051472	SRR1732034
815	DRP001797	DRR023581
816	SRP003754	SRR446389
817	SRP026126	SRR903123
818	SRP015725	SRR567642
819	SRP015725	SRR567643
820	SRP037778	SRR1168842
821	SRP006575	SRR537122
822	SRP044056	SRR1506979
823	SRP021193	SRR831034
824	SRP017575	SRR633587
825	SRP025982	SRR897486
826	SRP061033	SRR2099844
827	SRP010279	SRR398203
828	SRP048801	SRR1609506
829	SRP026126	SRR903269
830	SRP018853	SRR765019
831	SRP040525	SRR1203793
832	SRP008145	SRR342835
833	SRP007946	SRR333658
834	SRP050992	SRR1700082
835	SRP059458	SRR2064542
836	ERP005641	ERR659415
837	SRP028291	SRR944064
838	SRP050992	SRR1700284
839	SRP026126	SRR903263
840	SRP026126	SRR903262
841	DRP000987	DRR006409
842	SRP040472	SRR1203803
843	DRP002435	DRR028518
844	SRP066834	SRR2967183
845	SRP001997	SRR036622
846	DRP002586	DRR024904
847	DRP002435	DRR028467
848	SRP031459	SRR1012321
849	SRP026257	SRR921367
850	SRP033135	SRR1033256
851	SRP033566	SRR1044466
852	SRP026126	SRR903185
853	SRP028180	SRR942542
854	SRP026126	SRR903254
855	ERP005641	ERR659453
856	ERP005641	ERR659436
857	SRP050892	SRR1696032
858	SRP056840	SRR1951687
859	SRP064464	SRR2558150
860	SRP042616	SRR1312362
861	SRP066834	SRR2967830
862	SRP061240	SRR2105358
863	SRP018815	SRR750885
864	SRP041675	SRR1270810
865	SRP006575	SRR191694
866	SRP059039	SRR2049758
867	SRP049479	SRR1639189
868	SRP059035	SRR2049390
869	SRP041736	SRR1274328
870	SRP041736	SRR1274173
871	SRP041736	SRR1275332
872	ERP005641	ERR659358
873	SRP061240	SRR2105448
874	SRP061240	SRR2105500
875	SRP059172	SRR2052676
876	SRP003611	SRR066473
877	ERP004375	ERR659061
878	SRP042161	SRR1295091
879	SRP059172	SRR2052738
880	SRP059172	SRR2052701
881	SRP059039	SRR2049749
882	SRP059039	SRR2049722
883	SRP022920	SRR863379
884	SRP059039	SRR2049602
885	SRP041471	SRR1264213
886	DRP002435	DRR028250
887	SRP055810	SRR2240637
888	SRP050223	SRR1661980
889	SRP050223	SRR1661750
890	SRP050223	SRR1661800
891	SRP050223	SRR1661990
892	SRP050223	SRR1662109
893	SRP050223	SRR1661999
894	SRP050223	SRR1661809
895	SRP039077	SRR1179106
896	SRP050992	SRR1700139
897	SRP033566	SRR1044493
898	SRP033566	SRR1044488
899	SRP033135	SRR1033047
900	SRP067502	SRR3028482
901	SRP067928	SRR3067315
902	SRP004637	SRR073769
903	SRP018853	SRR765006
904	DRP002435	DRR028261
905	SRP059039	SRR2049729
906	SRP045695	SRR1555762
907	SRP066834	SRR2967698
908	SRP057196	SRR1974892
909	SRP050992	SRR1700068
910	SRP066834	SRR2967568
911	SRP042161	SRR1295184
912	SRP010181	SRR397135
913	SRP055153	SRR1810740
914	SRP067502	SRR3028711
915	SRP010181	SRR396938
916	SRP031476	SRR1012941
917	SRP050992	SRR1700303
918	DRP002435	DRR028321
919	SRP067502	SRR3028695
920	SRP066834	SRR2967532
921	SRP010181	SRR397385
922	SRP061240	SRR2105438
923	SRP017435	SRR628725
924	SRP001540	SRR031947
925	SRP044171	SRR1509406
926	SRP066834	SRR2967456
927	SRP006912	SRR223510
928	SRP066834	SRR2967550
929	SRP067502	SRR3028574
930	SRP067502	SRR3028170
931	SRP010181	SRR397252
932	SRP011369	SRR441571
933	SRP066834	SRR2967700
934	SRP067502	SRR3028603
935	SRP067502	SRR3032343
936	SRP010181	SRR397407
937	SRP055513	SRR1818599
938	SRP061240	SRR2105211
939	SRP010181	SRR396987
940	SRP007525	SRR567086
941	SRP007525	SRR566999
942	SRP007525	SRR567126
943	SRP042161	SRR1295045
944	SRP042161	SRR1294689
945	SRP061240	SRR2105205
946	SRP010181	SRR397095
947	SRP055475	SRR1817578
948	SRP010181	SRR397377
949	SRP042161	SRR1294605
950	SRP058840	SRR2044012
951	SRP060416	SRR2088632
952	SRP059775	SRR2074831
953	SRP042161	SRR1294797
954	SRP060416	SRR2088104
955	SRP060416	SRR2088551
